Time [s], Analyzer Name, Decoded Protocol Result
7.506188500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.506284000000000,I2C,'169' (0xA9) + ACK
7.506418500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.506513500000000,I2C,'173' (0xAD) + ACK
7.506648000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.506743500000000,I2C,'169' (0xA9) + ACK
7.506933000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.507028000000000,I2C,) (0x29) + ACK
7.507162500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.507257500000000,I2C,- (0x2D) + ACK
7.507392000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.507487500000000,I2C,) (0x29) + ACK
7.507677000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.507772000000000,I2C,'169' (0xA9) + ACK
7.507906500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.508002000000000,I2C,'173' (0xAD) + ACK
7.508136500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.508231500000000,I2C,'169' (0xA9) + ACK
7.508421000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.508516500000000,I2C,) (0x29) + ACK
7.508650500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.508746000000000,I2C,- (0x2D) + ACK
7.508880500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.508975500000000,I2C,) (0x29) + ACK
7.509160000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.509255500000000,I2C,'169' (0xA9) + ACK
7.509390000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.509485000000000,I2C,'173' (0xAD) + ACK
7.509619500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.509715000000000,I2C,'169' (0xA9) + ACK
7.509904500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.509999500000000,I2C,) (0x29) + ACK
7.510134000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.510229500000000,I2C,- (0x2D) + ACK
7.510364000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.510459000000000,I2C,) (0x29) + ACK
7.510643500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.510739000000000,I2C,'169' (0xA9) + ACK
7.510873000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.510968500000000,I2C,'173' (0xAD) + ACK
7.511103000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.511198000000000,I2C,'169' (0xA9) + ACK
7.511392500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.511488000000000,I2C,) (0x29) + ACK
7.511622500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.511717500000000,I2C,- (0x2D) + ACK
7.511852000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.511947500000000,I2C,) (0x29) + ACK
7.512137000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.512232000000000,I2C,'169' (0xA9) + ACK
7.512376500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.512472000000000,I2C,'173' (0xAD) + ACK
7.512606000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.512701500000000,I2C,'169' (0xA9) + ACK
7.512891000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.512986000000000,I2C,) (0x29) + ACK
7.513120500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.513216000000000,I2C,- (0x2D) + ACK
7.513350500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.513445500000000,I2C,) (0x29) + ACK
7.513630000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.513725500000000,I2C,'169' (0xA9) + ACK
7.513860000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.513955000000000,I2C,'173' (0xAD) + ACK
7.514089500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.514185000000000,I2C,'169' (0xA9) + ACK
7.514374000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.514469500000000,I2C,) (0x29) + ACK
7.514604000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.514699000000000,I2C,- (0x2D) + ACK
7.514833500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.514929000000000,I2C,) (0x29) + ACK
7.515113500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.515208500000000,I2C,'169' (0xA9) + ACK
7.515343000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.515438500000000,I2C,'173' (0xAD) + ACK
7.515573000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.515668000000000,I2C,'169' (0xA9) + ACK
7.515857500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.515953000000000,I2C,) (0x29) + ACK
7.516087000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.516182500000000,I2C,- (0x2D) + ACK
7.516317000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.516412000000000,I2C,) (0x29) + ACK
7.516601500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.516697000000000,I2C,'169' (0xA9) + ACK
7.516831500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.516926500000000,I2C,'173' (0xAD) + ACK
7.517061000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.517156500000000,I2C,'169' (0xA9) + ACK
7.517346000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.517441000000000,I2C,) (0x29) + ACK
7.517575500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.517670500000000,I2C,- (0x2D) + ACK
7.517805000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.517900500000000,I2C,) (0x29) + ACK
7.518085000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.518180000000000,I2C,'169' (0xA9) + ACK
7.518314500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.518410000000000,I2C,'173' (0xAD) + ACK
7.518544500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.518639500000000,I2C,'169' (0xA9) + ACK
7.518829000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.518924500000000,I2C,9 (0x39) + ACK
7.519058500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.519154000000000,I2C,= (0x3D) + ACK
7.519288500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.519383500000000,I2C,9 (0x39) + ACK
7.519578000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.519673500000000,I2C,'25' (0x19) + ACK
7.519808000000000,I2C,Setup Write to [N (0x4E)] + ACK
7.519903000000000,I2C,'29' (0x1D) + ACK
7.520037500000000,I2C,Setup Write to [N (0x4E)] + ACK
7.520133000000000,I2C,'25' (0x19) + ACK
8.121006000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.121101500000000,I2C,'8' (0x08) + ACK
8.121236000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.121331000000000,I2C,'12' (0x0C) + ACK
8.121465499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.121561000000000,I2C,'8' (0x08) + ACK
8.121745499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.121840499999999,I2C,'24' (0x18) + ACK
8.121975000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.122070500000000,I2C,'28' (0x1C) + ACK
8.122204500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.122299999999999,I2C,'24' (0x18) + ACK
8.124802000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.124897499999999,I2C,'136' (0x88) + ACK
8.125031500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.125127000000001,I2C,'140' (0x8C) + ACK
8.125261500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.125356500000001,I2C,'136' (0x88) + ACK
8.125541000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.125636500000001,I2C,'8' (0x08) + ACK
8.125770500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.125866000000000,I2C,'12' (0x0C) + ACK
8.126000500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.126096000000000,I2C,'8' (0x08) + ACK
8.126289999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.126385500000000,I2C,) (0x29) + ACK
8.126519999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.126614999999999,I2C,- (0x2D) + ACK
8.126749500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.126844999999999,I2C,) (0x29) + ACK
8.127029500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.127124500000001,I2C,\t (0x09) + ACK
8.127259000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.127354499999999,I2C,\r (0x0D) + ACK
8.127488500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.127584000000001,I2C,\t (0x09) + ACK
8.127773500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.127869000000000,I2C,I (0x49) + ACK
8.128003000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.128098500000000,I2C,M (0x4D) + ACK
8.128233000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.128328000000000,I2C,I (0x49) + ACK
8.128522500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.128617999999999,I2C,Y (0x59) + ACK
8.128752499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.128847499999999,I2C,] (0x5D) + ACK
8.128982000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.129077499999999,I2C,Y (0x59) + ACK
8.129266500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.129362000000000,I2C,i (0x69) + ACK
8.129501500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.129596500000000,I2C,m (0x6D) + ACK
8.129731000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.129826500000000,I2C,i (0x69) + ACK
8.130015500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.130110999999999,I2C,'233' (0xE9) + ACK
8.130245499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.130340500000001,I2C,'237' (0xED) + ACK
8.130475000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.130570499999999,I2C,'233' (0xE9) + ACK
8.130760000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.130855000000000,I2C,y (0x79) + ACK
8.130989500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.131085000000001,I2C,} (0x7D) + ACK
8.131219000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.131314500000000,I2C,y (0x79) + ACK
8.131499000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.131594500000000,I2C,I (0x49) + ACK
8.131728499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.131824000000000,I2C,M (0x4D) + ACK
8.131958500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.132053500000000,I2C,I (0x49) + ACK
8.132243000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.132338499999999,I2C,i (0x69) + ACK
8.132472500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.132569000000000,I2C,m (0x6D) + ACK
8.132703500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.132799000000000,I2C,i (0x69) + ACK
8.132988500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.133083500000000,I2C,Y (0x59) + ACK
8.133217999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.133313500000000,I2C,] (0x5D) + ACK
8.133447500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.133543000000000,I2C,Y (0x59) + ACK
8.133732500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.133827500000001,I2C,y (0x79) + ACK
8.133962000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.134057500000001,I2C,} (0x7D) + ACK
8.134192000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.134287000000000,I2C,y (0x79) + ACK
8.134471500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.134567000000001,I2C,) (0x29) + ACK
8.134701000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.134796500000000,I2C,- (0x2D) + ACK
8.134931000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.135026000000000,I2C,) (0x29) + ACK
8.135215499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.135311000000000,I2C,) (0x29) + ACK
8.135445499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.135540499999999,I2C,- (0x2D) + ACK
8.135685000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.135780000000000,I2C,) (0x29) + ACK
8.135969500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.136065000000000,I2C,\t (0x09) + ACK
8.136199500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.136294500000000,I2C,\r (0x0D) + ACK
8.136429000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.136524500000000,I2C,\t (0x09) + ACK
8.136718999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.136813999999999,I2C,Y (0x59) + ACK
8.136948500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.137043999999999,I2C,] (0x5D) + ACK
8.137178000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.137273499999999,I2C,Y (0x59) + ACK
8.137458000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.137553499999999,I2C,\t (0x09) + ACK
8.137687500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.137783000000001,I2C,\r (0x0D) + ACK
8.137917500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.138012500000000,I2C,\t (0x09) + ACK
8.138202000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.138297500000000,I2C,i (0x69) + ACK
8.138432000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.138527000000000,I2C,m (0x6D) + ACK
8.138661500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.138756500000000,I2C,i (0x69) + ACK
8.138941000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.139036500000000,I2C,'25' (0x19) + ACK
8.139170999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.139265999999999,I2C,'29' (0x1D) + ACK
8.139400500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.139495999999999,I2C,'25' (0x19) + ACK
8.139685500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.139780500000001,I2C,y (0x79) + ACK
8.139915000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.140010500000001,I2C,} (0x7D) + ACK
8.140144500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.140240000000000,I2C,y (0x79) + ACK
8.140429500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.140525000000000,I2C,9 (0x39) + ACK
8.140658999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.140754500000000,I2C,= (0x3D) + ACK
8.140889000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.140984000000000,I2C,9 (0x39) + ACK
8.141173500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.141268999999999,I2C,y (0x79) + ACK
8.141403499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.141498500000001,I2C,} (0x7D) + ACK
8.141633000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.141728499999999,I2C,y (0x79) + ACK
8.141918000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.142013000000000,I2C,9 (0x39) + ACK
8.142147500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.142243000000001,I2C,= (0x3D) + ACK
8.142377000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.142472500000000,I2C,9 (0x39) + ACK
8.142662000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.142757000000000,I2C,y (0x79) + ACK
8.142891499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.142987000000000,I2C,} (0x7D) + ACK
8.143121499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.143216499999999,I2C,y (0x79) + ACK
8.143401000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.143496499999999,I2C,y (0x79) + ACK
8.143630999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.143725999999999,I2C,} (0x7D) + ACK
8.143870500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.143966000000001,I2C,y (0x79) + ACK
8.144155000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.144250500000000,I2C,i (0x69) + ACK
8.144385000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.144480000000000,I2C,m (0x6D) + ACK
8.144614499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.144710000000000,I2C,i (0x69) + ACK
8.144904500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.144999500000001,I2C,'249' (0xF9) + ACK
8.145134000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.145229499999999,I2C,'253' (0xFD) + ACK
8.145363500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.145459000000001,I2C,'249' (0xF9) + ACK
8.145648500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.145743500000000,I2C,y (0x79) + ACK
8.145878000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.145973500000000,I2C,} (0x7D) + ACK
8.146108000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.146203000000000,I2C,y (0x79) + ACK
8.146387499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.146483000000000,I2C,) (0x29) + ACK
8.146617000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.146712500000000,I2C,- (0x2D) + ACK
8.146846999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.146942500000000,I2C,) (0x29) + ACK
8.147131500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.147227000000001,I2C,i (0x69) + ACK
8.147361500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.147456500000001,I2C,m (0x6D) + ACK
8.147591000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.147686500000001,I2C,i (0x69) + ACK
8.147876000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.147971000000000,I2C,I (0x49) + ACK
8.148105500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.148201000000000,I2C,M (0x4D) + ACK
8.148335500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.148430500000000,I2C,I (0x49) + ACK
8.148624999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.148720500000000,I2C,'200' (0xC8) + ACK
8.148854500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.148949999999999,I2C,'204' (0xCC) + ACK
8.149084500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.149179500000001,I2C,'200' (0xC8) + ACK
8.149369000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.149464500000001,I2C,'8' (0x08) + ACK
8.149599000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.149694000000000,I2C,'12' (0x0C) + ACK
8.149828500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.149924000000000,I2C,'8' (0x08) + ACK
8.150168499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.150264000000000,I2C,) (0x29) + ACK
8.150397999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.150493500000000,I2C,- (0x2D) + ACK
8.150627999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.150722999999999,I2C,) (0x29) + ACK
8.150907500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.151002999999999,I2C,'169' (0xA9) + ACK
8.151137500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.151232500000001,I2C,'173' (0xAD) + ACK
8.151367000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.151462000000000,I2C,'169' (0xA9) + ACK
8.151651500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.151747000000000,I2C,) (0x29) + ACK
8.151881500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.151976500000000,I2C,- (0x2D) + ACK
8.152111000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.152206500000000,I2C,) (0x29) + ACK
8.152395500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.152490999999999,I2C,'169' (0xA9) + ACK
8.152625499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.152720499999999,I2C,'173' (0xAD) + ACK
8.152855000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.152950499999999,I2C,'169' (0xA9) + ACK
8.153145000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.153240000000000,I2C,) (0x29) + ACK
8.153374500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.153470000000000,I2C,- (0x2D) + ACK
8.153604500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.153699500000000,I2C,) (0x29) + ACK
8.153884000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.153979500000000,I2C,'169' (0xA9) + ACK
8.154118499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.154214000000000,I2C,'173' (0xAD) + ACK
8.154348499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.154443499999999,I2C,'169' (0xA9) + ACK
8.154633000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.154728499999999,I2C,) (0x29) + ACK
8.154862500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.154958000000001,I2C,- (0x2D) + ACK
8.155092500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.155188000000001,I2C,) (0x29) + ACK
8.155372500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.155467500000000,I2C,'169' (0xA9) + ACK
8.155602000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.155697000000000,I2C,'173' (0xAD) + ACK
8.155831500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.155927000000000,I2C,'169' (0xA9) + ACK
8.156116500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.156211500000000,I2C,) (0x29) + ACK
8.156345999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.156441500000000,I2C,- (0x2D) + ACK
8.156575500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.156670999999999,I2C,) (0x29) + ACK
8.156860500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.156955999999999,I2C,'169' (0xA9) + ACK
8.157090000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.157185500000001,I2C,'173' (0xAD) + ACK
8.157320000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.157415500000001,I2C,'169' (0xA9) + ACK
8.157604500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.157700000000000,I2C,) (0x29) + ACK
8.157834500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.157929500000000,I2C,- (0x2D) + ACK
8.158064000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.158159500000000,I2C,) (0x29) + ACK
8.158344000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.158439000000000,I2C,'169' (0xA9) + ACK
8.158573499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.158669000000000,I2C,'173' (0xAD) + ACK
8.158803499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.158898499999999,I2C,'169' (0xA9) + ACK
8.159088000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.159183499999999,I2C,) (0x29) + ACK
8.159317500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.159413000000001,I2C,- (0x2D) + ACK
8.159547500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.159642500000000,I2C,) (0x29) + ACK
8.159827000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.159922500000000,I2C,'169' (0xA9) + ACK
8.160057000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.160152000000000,I2C,'173' (0xAD) + ACK
8.160287000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.160382500000001,I2C,'169' (0xA9) + ACK
8.160572000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.160667000000000,I2C,) (0x29) + ACK
8.160801500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.160897000000000,I2C,- (0x2D) + ACK
8.161030999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.161126500000000,I2C,) (0x29) + ACK
8.161320999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.161415999999999,I2C,'169' (0xA9) + ACK
8.161550500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.161645999999999,I2C,'173' (0xAD) + ACK
8.161780500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.161875500000001,I2C,'169' (0xA9) + ACK
8.162065000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.162160500000001,I2C,) (0x29) + ACK
8.162297499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.162393000000000,I2C,- (0x2D) + ACK
8.162527000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.162622499999999,I2C,) (0x29) + ACK
8.162812000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.162907499999999,I2C,'169' (0xA9) + ACK
8.163041500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.163137000000001,I2C,'173' (0xAD) + ACK
8.163271500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.163366500000000,I2C,'169' (0xA9) + ACK
8.163556000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.163651500000000,I2C,) (0x29) + ACK
8.163785499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.163881000000000,I2C,- (0x2D) + ACK
8.164015500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.164110500000000,I2C,) (0x29) + ACK
8.164294999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.164390500000000,I2C,'169' (0xA9) + ACK
8.164524999999999,I2C,Setup Write to [N (0x4E)] + ACK
8.164619999999999,I2C,'173' (0xAD) + ACK
8.164754500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.164849999999999,I2C,'169' (0xA9) + ACK
8.165039500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.165134500000001,I2C,) (0x29) + ACK
8.165269000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.165364500000001,I2C,- (0x2D) + ACK
8.165498500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.165594000000000,I2C,) (0x29) + ACK
8.165778500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.165873500000000,I2C,'169' (0xA9) + ACK
8.166008000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.166103500000000,I2C,'173' (0xAD) + ACK
8.166238000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.166333000000000,I2C,'169' (0xA9) + ACK
8.166522499999999,I2C,Setup Write to [N (0x4E)] + ACK
8.166618000000000,I2C,) (0x29) + ACK
8.166752000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.166847499999999,I2C,- (0x2D) + ACK
8.166982000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.167077000000001,I2C,) (0x29) + ACK
8.167266500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.167362000000001,I2C,'169' (0xA9) + ACK
8.167496500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.167591500000000,I2C,'173' (0xAD) + ACK
8.167726000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.167821500000001,I2C,'169' (0xA9) + ACK
8.168011000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.168106000000000,I2C,9 (0x39) + ACK
8.168240500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.168336000000000,I2C,= (0x3D) + ACK
8.168480000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.168575499999999,I2C,9 (0x39) + ACK
8.168760000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.168855000000001,I2C,'153' (0x99) + ACK
8.168989500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.169085000000001,I2C,'157' (0x9D) + ACK
8.169219500000001,I2C,Setup Write to [N (0x4E)] + ACK
8.169314500000000,I2C,'153' (0x99) + ACK
8.770198000000001,I2C,Setup Write to [N (0x4E)] + ACK
8.770293000000001,I2C,'8' (0x08) + ACK
8.770427500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.770523000000001,I2C,'12' (0x0C) + ACK
8.770657500000000,I2C,Setup Write to [N (0x4E)] + ACK
8.770752500000000,I2C,'8' (0x08) + ACK
8.770942000000000,I2C,Setup Write to [N (0x4E)] + ACK
8.771037500000000,I2C,'24' (0x18) + ACK
8.771172000000000,I2C,Setup Write to [N (0x4E)] + ACK
